video_ID,Pol1,Pol2,Pol3,Pol4,Pol5,Pol6,Pol7,Pol8,Pol9,Pol10,Pol11,Pol12,Pol13,Pol14,Pol15,Pol16,Pol17,Pol18,Pol19,Pol20,Pol21,Pol22,Pol23,Pol24,Pol25,Pol26,Pol27,Pol28,Pol29,Pol30,Pol31,Pol32,Pol33,Pol34,Pol35,Pol36,Pol37,Pol38,Pol39,Pol40,Pol41,Pol42,Pol43,Pol44,Pol45,Pol46,Pol47,Pol48,Pol49,Pol50,Pol51,Pol52,Pol53,Pol54,Pol55,Pol56,Pol57,Pol58,Pol59,Pol60,Pol61,Pol62,Pol63,Pol64,Pol65,Pol66,Pol67,Pol68,Pol69,Pol70,Pol71,Pol72,Pol73,Pol74,Pol75,Pol76,Pol77,Pol78,Pol79,Pol80,Pol81,Pol82,Pol83,Pol84,Pol85,Pol86,Pol87,Pol88,Pol89,Pol90,Pol91,Pol92,Pol93,Pol94,Pol95,Pol96,Pol97,Pol98,Pol99,Pol100
0mujR0kzWPQ,0.1,0.35,0.7,0.109166667,0.1875,-0.125,0.1375,0.15,0.25,0.33,-0.014285714,0.333333333,0.308636364,0.166666667,0.466666667,0.13702381,0.166666667,0.483333333,-0.033333333,0,0.8,0.2,1,0.35,0.064705882,0.275,-0.1425,-0.061772487,-0.05462963,0,0,0.25,0.1,0.1,0.16,0,0,0.495238095,0,0.1,0.325,0.1,0.351136364,0.383333333,0.378333333,0.533333333,0.2625,0.612121212,0.4,0,0.35,0.46,0.2,0.3,0.44,0.5,0.378787879,0.1,0.475,0.441666667,-0.2,-0.016666667,0,0.7,0.152083333,0.185123967,0.133333333,0.9,0.216666667,0.7,0.583333333,0.312121212,0.258333333,0.208015873,0.075,0.283333333,0.8,0.31875,0.25,0.55,0.135416667,0.2,0.25,0.75,0.5,0.8,0.338541667,0.533333333,0.223333333,0.434090909,0.175,0.303571429,0.72,0,0.178571429,0.5,0.25,0.7,0.266666667,
IMTIcgxN_i0,0.09,0,0.4,-0.8,1,0.8,0,1,0.266666667,0,0.5,0,0,-0.125,0.253571429,0.183333333,0.5,0.5,0.066666667,0,0.4,0.333333333,-0.047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5UoFRfoeE0,0.35,0.1,0.279545455,0.483333333,0.25,0,0.368253968,1,0.6,0.175,0.5,0.65,0.425,0.269047619,0,0.6,0.7,0.05,-0.047619048,0,0.5,0.5875,0.033333333,0.3,0.25,0,0.083333333,0.06,0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z8Ok7df4U-k,0,0,0,0,0,0.75,0.25,0.090909091,0,0.333333333,0.25,-0.5,0,0.384090909,-0.066666667,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8zMnNvUkWd4,0.8,0.3375,0,0.6,0.4,0.1,0.423809524,0,0.16,0.25,0.8,0.145454545,0,-0.002272727,0,0.228571429,0.053333333,0.5,-0.021212121,0,0.4,0,0,0,0.5,0,0.2,-0.049291617,0,0.45,0.076666667,0.083333333,-0.060085227,0.5,0,0.265625,0,0,0,-0.18,0,-0.0625,0,-0.12797619,0.7,0.177142857,0,0,0.2,0,-0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-mUh23nAbY,0.433333333,0.311111111,0.2,0.6,1,0,0.6,0,-0.15,0.7,0,0,0.3,0.22,0,-0.066666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TfAvUdNm1u8,0.45,0.25,0.4,0,0.2,0.255,0.1,0.6,0.35,0.2625,0.185714286,0.425,0.25,0.4,0.117857143,0.48,0.239020071,0.2,0.45,0.375,0.4,-0.1,0.2,0.118181818,0,0,0,0,0,0.252777778,-0.1,0,0.325,0,0,0.2,0,0.341666667,0,0.052777778,0.027579365,0.46875,0.2,0,0,0.8,0.325,0,0,0,0,0,0.101851852,0.12,0,0.433333333,0.4,0.362493506,0.15,0.5,0,0,0.2,0.341666667,-0.25,0.282,0.8,0,0.266666667,0,0,0.4,0.104761905,0,0.525,-0.8,0.133333333,0.06375,-0.071428571,0.3,0.35,0.6,0,-0.25,0.21875,0.475,0,0,0.2,0.175,-0.0125,0.120833333,0.7,0,0.175396825,-0.05,0.8,0,0,0.4
cTBgVzWvP20,0.35,0,0.35,0.8,0.425,0,0,-0.291666667,0.8,0.8,-0.2,-0.5,0.2,0,0.128571429,0.35,-0.00297619,0,0.175,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zJCsPG69p8A,0.4,0,0.205555556,0,0,0.533333333,0.5,0,0,0,0.2,-0.025,0,0.7,0,0.45,0.8,0.061111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bl_KIv6ob4g,0.25,0.433333333,0,0.5,0.65,-0.151190476,0.8,0,0.25,0,-0.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oV58_CPpQ6s,0.8,0.4,0.444444444,0,0.35,0.5375,0.020089286,0.333333333,0.275,0.25,0.2,0.5,0.6,0.65,0.7,0.65,0.1,0.5,-0.075,0.41,0.3,0,0,0,0,0,0.8,0,0,0,0.5,0.2,0,0.5,0.2,0,0,0.25,-0.6,0,0,0.5,0,0.285714286,0,0.5,0.35,0.4,0,0,0.55,0,0,0.8,0,0,0.45,0.8,0,0.5,0,0.5,0,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZmQ1WEc_jc,0.3375,0.5,0.030492424,0.25,1,0.533333333,0.8,0.5,0.2,0,0.007142857,0.8,-0.025,0,0.3,0.406349206,0,0,0,-0.3125,0.2,0.2,0.4,0.225,0.440740741,0.2,0.6,0.075510204,0,0.285714286,0,0.278787879,0,0.342857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zEmkgH1qwfc,0.6,0.193636364,0.466666667,0.433333333,0.5375,1,0.8,0.466666667,0.15125,0.517857143,-0.1,0.4,0.5,0.5,0,0.2,0.6,0.291666667,0.6,0.6,0.35,0.23,0.4,0,0.23,0.2,0,0,0,0.4,0.433333333,-0.3,0,0.5,0.166666667,0.5,0,0,0.15,0,0.5,0,-0.25,0.08125,0.15,0,0,0,0.6,0,0.6,0,0.7,0.2,0.118181818,-0.24375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KQTFBfaTYX0,0,0.2625,0.282916667,0.35,0.2,0.047272727,0.161111111,-0.077272727,0.8,0.316666667,0.111111111,0.2,0.252941176,0.65,0,0.2,0.155555556,0,0,0.35,0,0,0.7,0,0,0,0,0.375,0,0.35,0.033333333,0,0,0,0.457142857,0,0.7,0.45,0.2,0,0.25,0.025,0.386666667,0,0,0.300378788,0.425,0.25,-0.35,0.253246753,0.12786526,0.133333333,0.276666667,0.222222222,0.013541667,0.155238095,0,0.65,0.045454545,-0.1,0.475,0,0.212121212,0,0,0,0.375,0,0.175,-0.6,0,0,0,0.125662879,0.35,0,0,0,0.214285714,0.4,0.083333333,0.4,-0.016666667,0,-0.225,0.076493506,-0.030555556,0.2,0.090625,0.3,0,0,0.045833333,0,0.32,0.4,-0.05,0.2,0,0.5
Wx9W_znpik0,0.65,0.2,0.147916667,0.3,0.8,0.75,0,0,-0.7,0.118803419,0,0.5,0,0.339285714,0.110714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rAsdEvB-KGA,0.016666667,0.148430736,0.3,0.5,0.5,0.066666667,0.325,0.7,0.7,0.217916667,0.2875,0.6,0,0.5,0,-0.5,0.0125,0.283333333,0.2,-0.25,0.3,0,0.1,0.6,0,0.28,0,0.4,0.2,0,0.366666667,0,0.345454545,0.333333333,-0.117857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd4Q5qWQLKY,0.366666667,-0.5,0.202777778,0.278787879,0.36,0.513636364,1,0.7,0.120833333,0.211111111,0,0.433333333,0.766666667,0.15047619,0.8,0.5,0.2,0.116666667,0.433333333,0.4,0.5,0.4,-0.5,0.05,0.3,-0.5,-0.5,0.1,0.175324675,0.4,0.65,0,0.575,0.65,0.7,0.6,0.444444444,0.285267857,0.8,0,0.225,0,0.375,0.318181818,0.108888889,0.222222222,1,0,0,0.5,-0.5,1,0,0.416666667,0.6,0.433333333,0.4,0,0,0.2,0.7,0.5,0,0.3,0.4,0.8,0.2,0.7,0.5125,-0.1275,-0.166666667,-0.015909091,-0.3,-0.5,-0.5,-0.5,0.91,0,0,0.1,0,0.6,0,-0.008928571,0,0,0,0.6,0,0,0.3,0,-0.3,0.5,0,0,-0.03,-0.063333333,,
DF37palKqRc,0.21,0.100925926,0.09,-0.3375,0.583333333,-0.016666667,0.8,0.5,0.5,0.4,0,0,0.085,0.333333333,0,0,0,0,0.25,0.25,0.45,0.273214286,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gI-iRUPauiw,0.333333333,0,0.3625,0.212037037,0.175,0.8,0.7,0.25,0.533333333,0.271590909,0.166666667,0.35,0,0.233333333,0.55,0.35,0.8,0.55,0,0.416666667,0,0.5,0.866666667,0.4,0.318181818,0.5,1,0.5,0.7,0,0.2,1,0,0.1875,0.8,0.35,0,0,0.85,0,0.4,1,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyy1o6VzPnI,0.175,0.333333333,0.30625,0.2,0.333333333,0.8,0.75,0.5,0.5,0.9,0.525,0.366666667,0.34,0.633333333,0.5,0.8,0.07337963,1,0.111111111,0.2,0,0.5125,0,0,0.328571429,0.212121212,0.266666667,0.75,0.10719697,0.666666667,0.180681818,0.475,0.136363636,0.5,0,0,0,0.555,0,0.071428571,0.367171717,1,0,0.1,-0.25,0.8,0.064285714,0.57,1,0.5,0.342857143,0.8,0.5,0.1,0,0.09150641,-0.125,0.25,0.4,0.8,0.5,0.7,0.1,0.5,0,0,0.213205525,-0.75,0,-0.311111111,0.32,0,-0.1,0,0.286428571,-0.06,0,0,0.5,-0.266666667,-0.3125,-0.104166667,0.7,0.8,0.166666667,0,0.142708333,0.175,,,,,,,,,,,,
3UJztPMDfnA,0.166666667,0.7,0.75,0.5,0.212121212,0.3,0.1,0.15,0.25,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XIPXVLPf3bo,0.566666667,0.46,0.5,0.7,0.35,0.516666667,0.45,0.8,0.7,0.40625,0.5,0.8,0.8,0.208333333,0.1,0.5,0.5,0.8,0,0,0,0.2,0,0,0,0,0,0.25,0.225,-0.178835979,0.09375,0.25,0.026785714,0,-0.103571429,0.3,0.2,0,0,0,0,0.025,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VwrzYo-09yg,0.166071429,0.433333333,-0.2,0.5,0.346590909,0.291666667,0.354377104,0,0.214285714,0,0.8,0,0,-0.083333333,0.2,0.5,0.066666667,-0.4,0.6,0.1,0,0.2,-0.088068182,0.330965909,0,-0.008333333,-0.666666667,0,-0.031428571,0,0.085,0.375,-0.125,0.0875,0.4,0.102777778,0.107615741,0.08,0.6,0,0.136363636,0.266666667,0,0,0,0.7,0,0.1,0.3,0.071428571,0.8,0,0,0,-0.2125,0.2,0.012121212,0.325,-0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6toYSEPMnVo,0.1,0.8,0.083333333,0.633333333,0.05,-0.25,0.7,0.5,0.2,0.1875,0.8,0.8,0,0.8,0,0,-0.5,0,0.8,0,0.35,-0.020557281,0.175,0,0.45,0,-0.3,0,0.2,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tBfdeGhaLPg,0,0.3,0.6,0.55,0.75,0.8,0.8,0.8,0.44,0.078787879,0.15,0.6,0,0.475,0.447222222,0.245454545,0.2,0,0,0,0.416666667,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWCxaDOR5HE,0.55,0.1875,0.366666667,0.8,0.266666667,0.5,0.066666667,0.15,0.32,0.1,0.428571429,0.6,0.5,0.433333333,0.075,1,0.3,1,0,-0.033333333,0.132857143,0.372222222,0,0.8,0.35,0.4,0,0.085833333,0.7,0,0.34,0.2875,0,0.35,0.2,0.7,0.2,0,0,0.166666667,0.4,0.391666667,0.5,0.2,0,0.14,-0.13,0.216666667,0.164393939,0.050833333,-0.25,0.35,0.256904762,-0.065625,0.541666667,0.124628705,0,0,0.158333333,0.8,0.285714286,0.6,0,0,0.6,0,0,0.5,0,0.136363636,0,-0.3,0.07521645,0.36875,-0.1875,0.166666667,0.163333333,0.308333333,0,0.4,0.4,0.1,0,0.575,1,0.078787879,0,0,0,-0.333333333,0.8,0.1,0,-0.4,-0.8,0,0,,,
-e37wZ1-2K0,0.5,0.333333333,0.15,0.216666667,0.298148148,0.1,0.160625,0.36,0.3,0.225595238,0.266666667,-0.1,0.247209904,-0.3,0.475,0.425,0,0.08,0.214285714,0.25,0.6,0,0.166666667,0,0.625,0.7,-0.5,0.7,0.2,0.333333333,0,0,0.8,0.59375,0,0.136363636,0,1,0.2,0.7,0.7,1,0.4,0,0,0,0.55,0.5,0.066666667,0,0.8,0,0,0.5,0.475,0.2,0.181632653,0,0,0.318181818,-0.25,0.136363636,0,0.0875,0.136363636,0.283333333,0.7,0,0.5,0.8,0.269387755,0.008333333,0,0.13125,0,0.5,0,0,0,0,0,0.2,0.1,0,0,0.733333333,-0.1,-0.8,0.004166667,0,-0.18125,-0.8,0,0.015625,0,0,,,,
FWdhsZEwQaM,0.233333333,0.157142857,0.0375,0.325,0,0.251428571,-0.032727273,0.375,0.125,0.021428571,0.7,0.6,-0.111805556,0.25,0.271759259,0.25,0.45,0.35,0.028968254,0.466666667,0.533333333,0,0,0,0.25,0.5,0.210204082,0,0.266666667,0.0375,-0.169270833,0.366666667,0.18125,0.25,0.435,0.566666667,0.5,-0.15,0.266666667,0.388888889,0.1,0.158441558,-0.063888889,0.65,0.258333333,0.121660053,0.1,0.266666667,0.0625,-0.291666667,-0.166666667,-0.1,0,0.2,-0.4,0.4,-0.125,-0.033333333,0,0.566666667,0.8,0.5,0.4,0,0.233333333,0,0.05,0.2,0.3,0.5,0,0,0.3,0.453333333,0.35,0.442857143,0.066666667,0.3,0.1,-0.15,0,0.5,0.9,0.2,0.475,0.8,0.25,0.8,0.5,0.225,0,0.6,0.65,0.15,0,0.416666667,0.233333333,0.2,0,-0.4
tJuK3LH_Bqg,0.178787879,0.3171875,0.2,0.175,0.325,-0.022727273,0.2,0.174255952,0.22,0.7,0.266666667,0.2,0.214285714,-0.181818182,-0.5,0.1,0,0.3,0.4375,0.5,0.5,0.2,0.7,0.8,0.15,0,0.4,0.35,0,0,0.208181818,0.068181818,-0.7,0.7,0,0,-0.6,0,0.8,0,0,0.182,0,0,0.25,0,-0.016666667,0.3,0,0.333333333,0.7,-0.5,0.575,0.35,0.6,-0.075,0.6,0.5,0.8,0.366666667,0.25,0.2,0.6,0.143181818,0.5,0.184375,0.225,0.7,0,0,0,0,0,0.1,0.1,0.00137987,-0.05,-0.05,0,0,0,0,0,0.5,0,0,0,-0.333333333,0,0,0.6,-0.1875,1,0.266666667,0,0.2,0,0,0.333333333,0.2
-dkMdBoZTyE,0.375,0.166666667,0.7,0.436160714,0.316666667,-0.057765152,0.129846939,0.266666667,0.133333333,0.166666667,0.010714286,0.271428571,0.75,-0.208333333,0.1,0.516666667,0.8,0,0,0,0.214285714,0.25,0,0,0,0,0,-0.05625,0.133333333,0.016666667,0.5,0,0.268125,0,0.7,0.4,0.0625,0.077777778,0,0,0.35,0.05,0,0.2,0,0,0,0,0,0.35,0.255519481,0.375,0.45,0.5,-0.05,0.316666667,0,0,0.3,-0.166666667,0.05,0.544444444,0.216326531,0.7,0,0.333333333,0,0.166666667,0.4,0.4,0.1,0,0.333333333,0,0,0.4,0.583333333,0.169480519,0,0,0,0.5,0,0.8,0,0.2,0.1,0,0,0,0,-0.166666667,0.25,0.055333333,0.25,-0.25,0,0,0,0
wtQFYXfFo2g,0.05,-0.3125,0.2,0.466666667,0.2,0,0.285714286,0.7,0.8,0.8,-0.5,0,-0.025,-0.25,-0.5,0.10625,-0.133333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W47vvfE2sGo,0.033333333,0.39375,0.8,0.2,0,5.55E-17,0.6,0.2,0.35,0.5,0.8,0.7,0.336111111,0.185833333,0.015277778,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sRoC2Q33cLE,0.2,0.6,0,0.42,0.361904762,0.8,0,0.5,0,0.5,0,0.1,0.5,0.466666667,0.675,0.642857143,0.8,0,0,0,0,0,0,0,0.8,0.2,0.25,0.4,0,-0.1,0,0,0.031818182,0.3,0.174880952,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n5v9fk4jwpU,0.8,0.127380952,0.05,0.47,0.6,0.8,0.2,0.487121212,0.266666667,0.666666667,0.533333333,0.7,0.35,0.1,0.25,0,0.85,0.8,0.316666667,0.65,-0.25,0.101666667,0.8,0,0,0.242857143,0,0,1,0.5,0.6,0.525,0.8,0.65,0.8,0,0.16875,0.8,0.56,0.8,0.8,0.8,0.8,1,0.8,0.5,0,0.7,0,0.2,0.8,0.5,0.136363636,0.35,-0.178571429,0,0,0.271590909,0.15,0,0.8,0,0,0,0,0,0,0,0.290625,-0.291666667,0.45,0.8,0.466666667,0.35,0.25,0,0.4,0,0,,,,,,,,,,,,,,,,,,,,,
GfSzWZvz_sI,0.35,0.111666667,0.322222222,0.3,0.463333333,0.4,0.344642857,0.333333333,0.8,0.2,0.4,0.225,1,0.1,0.55,-0.033333333,0.8,0.555,0.5,0.033333333,0.7,0,0,0.5,0,0.3,-0.3125,0,0.2,0.2,-0.05,0.35,0.2,0.6,0.5,0,0.7,0.7,0.428571429,-0.25,0.2,0.8,0.35,0,0.45,0,0,0,0,0,0.0375,0.2,0,0.140925926,0.4,0,0,0.45,0,0.55,0,-0.8,0.8,0,0.15,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mZr1bN16L7A,0.5,0.5,0.293650794,0.588888889,0.65,0.033333333,0.57,0.5125,0.65,0.161174242,0.4,0.566666667,0,0,0.35,0.25,0.316666667,0,0.25,0,0.214285714,0,0.25,0,0,0.2,0.2,0,0.4375,0.65,0.4,0,0,0.212121212,0.153703704,0,0.31875,0,0.7,0,0.0125,0.1,0,0.25,0.111904762,0,0.072857143,0.185714286,0,0,0.3,0.057900433,0,0.38,0.325,0.016003788,0.006481481,0.175,0,0.168,0.025,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K96Y9JMBqyM,0.65,0.825,0.146428571,0.225,0.483333333,-0.5,-0.0125,0.45,0.35,0.315,0.35,0.275,0,0.7,0.4,0.37047619,0.05,0.341666667,0.24,0.566666667,0,0.8,0,0.2,0.016666667,0.43,0.7,0,0,0.091666667,0.285714286,0.366666667,0.1,0,-0.18,-0.5,0.5,0.7,0.095238095,0,0.3,0.433333333,0.15625,0,0.5,0,0.145833333,0.575,0.1,0.5,0,0.3,-0.034375,-0.5,0.178571429,0,0,0,0.247222222,0.186666667,0.75,0.318181818,0.434090909,0.15,-0.05,0,0.9,0.3,0.5,0.13125,0.166666667,0.133333333,0.333333333,-0.097916667,0.7,0.25588474,0,0.2,0.95,0,-0.125,0,0.18,0.136363636,0.4,0.1,0.1953125,0.13125,0,0.102272727,0.8,0,0,0.285,0.8,-0.015151515,0.15,0.7,0.5,0.375
EzWDfR1pjjo,0.4,0.5,0.080612245,0.239174107,0.4,0.1,0.4,-0.25,0,0,0.295833333,0.266666667,0.333333333,0.24047619,0.55,0.8,0.375,0.8,0.1375,0.2,0,0,0.8,0.1125,0.45,0.75,0.533333333,0.7,0.4,0.75,0.333333333,1,1,0.65,0,0.311111111,0,0.8,0.1875,-0.1,0.052083333,0.0375,0,0,0,0,0,0.8,0.5,-0.161111111,-0.025568182,0,0,0,0.053246753,0.5,0.233333333,0,0.229166667,0,0,0.1,0,-0.0875,0.2,0,0.416666667,0,0.175,0.161904762,0.116309524,0.197026515,-0.022222222,-0.104166667,0.158333333,,,,,,,,,,,,,,,,,,,,,,,,,
AZuOt7zSnXE,0.45,0.34,0.35,0.4,0.116666667,0.4,0.25,0,0.55,1,0.45,0.5,1,0.8,0.25,0.4175,0.183549784,0.083333333,0.204924242,0.1,0.1275,0.423636364,0.2375,0.236666667,0.295454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7sYZasEFKE0,0.429166667,-0.007662338,0.19,0.38,0.325,0.7,0,0.6,0.5,0.775,0.276388889,0.370833333,0.8,0.125,0.716666667,0.733333333,0,0.13375,0.8,0.8,0.375,0,0.175,0.285714286,0.65,0.8,0.194444444,0.65,0.6,0.125,0.7,0.2,0.5,0,0.5,0.160037879,0,-0.071428571,0.275,-0.291666667,0.6,0,0.044047619,0.8,0.25,0,0,0.25,0.384090909,0,0,0,0,0,-0.05,0,0,0,0,0,0,0.045454545,-0.033333333,0,0.1,0,0,0,0.1,0.35,0.233333333,0,0,0.1,0,-1,0.166666667,0.8,0.516666667,0,0,0.25,0.8,0,0.136363636,-0.291666667,0,0,0,0.6,-0.18,0.275,0,0,0,0.104166667,0.4,,,
-54C7VyyaKs,0.263194444,0.25,0.475,0.166666667,0.65,0.433333333,0.5,0.6,0.3,0.08125,0.466666667,0.65,0.178571429,0.75,0.3,0.125,-0.3,0.5,0.65,0.25,-0.177222222,0.5,0.142857143,0.2,0,-0.159325397,0.3,0.285714286,0.191666667,-0.071428571,0.4,0.0125,0.095661157,-0.020238095,0.021488928,-0.075,0,0.35,0,0.8,0,0,0.8,0.8,0.7,0,0.5,0.5,0,0,0,0.1,0.5,0.4,0,0,-0.6,0,0.226033058,0.8,-0.025,0.525,-0.119166667,0.04375,-0.017857143,0.35,0,0.8,0,0,0,0,0,0.1,0,0.0625,0,0,-0.6,0,0,0.5,-0.175,0,0,0,0.3,0.3,-0.1,-0.15,-0.010606061,0.022222222,-0.125,0,-0.175,-0.102777778,-0.075,0.191666667,,
P2eGYQqj_qY,1,0.2,0.442857143,0.125,0.65,-0.028571429,0.7,0.375,0.7,0.5,0.7,0.75,0.075,0.4,0.8,0.425,-0.2,0.366111111,0.4,0.416666667,0,0.8,0,-0.3125,0.375,0.2,0.1,0.5,0,0.542857143,0.666666667,0.5,0.8,0.425,0.20952381,0.8,0.338888889,-0.121212121,0.8,0,0.55,0,1,-0.3125,0.066666667,0.166666667,0.05,0,0,0.427272727,0.8,0.584090909,0.128125,0,0.35,0.5,0.533333333,0.5,0.168181818,0,0.2,0,0.8,0,0,0.5,0.7,0,0.8,0.233333333,0.073469388,0.051818182,0.444444444,0.2,0.180438312,0.5,0,0.034583333,0.233333333,0.466666667,0,-0.3125,0.8,0.291666667,0.4,0.268181818,0.75,0.8,0.068181818,0,0,0.5,0,0.12,-0.5,0,-0.1,0,0.155803571,0.8
Vp85ULxgTDw,0.25,-0.142063492,0.45,0.235,0,0.8,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wv1nxWErYao,0.375,0.172727273,0.288888889,0.111111111,0.383333333,0.65,0.1375,0,0.483333333,0.125,0.8,0.8,0.122619048,0.070833333,0.8,0.188571429,0.097253968,0.8,0.8,0,0,0,0,0,0,-0.003571429,0.5,0.04161157,1,0.8,-0.5,0.5,0.054166667,0,0.13,0.5,0.65,0.7,0.2,0.125,0.6,0.383333333,0.255,0.8,0.25,0,0.102040816,-0.291666667,0,0,-0.010416667,0.466666667,0.45,0,0.5,0,0.9,0,0.7,0.068181818,0,0,0.016666667,-0.1,0.9,0.25,0.5,-0.097222222,0,0,0.2375,0,0,-0.291666667,-0.18,0,0.7,0,0.048701299,0,1,,,,,,,,,,,,,,,,,,,
qSNgPD6-jP8,0.2,1,0.05,0,0.513636364,0.56,0.9,0.333333333,0,0.6,0.577777778,0.5,0.525,0.8,0,0.8,0.35,0,0.04,0.22,0.35,-0.3,0.65,0.35,0.8,0,0.35,-0.5,0.475,0.175,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHmosU3AkoM,0.475,0.066666667,0.178571429,0.5,0.426136364,0.4,0.2,0.65,0.65,0.34375,0.225,0.6,0.8,0.375,0,0.412121212,0.2875,0.23,0.25,0,0.5,0.8,-0.1625,0,0,0,0.11875,0.6,0.247159091,0.5,-0.239583333,0.25,0.5,0,0.208333333,0,0.8,0.5,0.616666667,0.5,0.275,0,0.45,0.133333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gjXTVKmVJKE,0.158809524,0.341666667,0.247222222,-0.2,0.5,0.45,0.2,1,0.20625,0.7,0,-0.5,0,-0.260416667,0.308571429,0.09,0.042708333,0.5,0.193181818,0.5,1,0,0.433333333,0.2,0.6,0,0.7,0.136666667,-0.163888889,0,0.2,0.388888889,0,1,0,0.2,-0.054545455,0.275,0,0,0,0,0.2,0.8,-0.291666667,0.155952381,0.4,0,1,0,0.316666667,0.8,0.65,0.5,0,-0.1,0,0,0,0.2,0.05,0.8,-0.1,0,0,0,0,0.5,0,0.8,-0.7,0,0,0,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,
