ID,Pol1,Pol2,Pol3,Pol4,Pol5,Pol6,Pol7,Pol8,Pol9,Pol10,Pol11,Pol12,Pol13,Pol14,Pol15,Pol16,Pol17,Pol18,Pol19,Pol20,Pol21,Pol22,Pol23,Pol24,Pol25,Pol26,Pol27,Pol28,Pol29,Pol30,Pol31,Pol32,Pol33,Pol34,Pol35,Pol36,Pol37,Pol38,Pol39,Pol40,Pol41,Pol42,Pol43,Pol44,Pol45,Pol46,Pol47,Pol48,Pol49,Pol50,Pol51,Pol52,Pol53,Pol54,Pol55,Pol56,Pol57,Pol58,Pol59,Pol60,Pol61,Pol62,Pol63,Pol64,Pol65,Pol66,Pol67,Pol68,Pol69,Pol70,Pol71,Pol72,Pol73,Pol74,Pol75,Pol76,Pol77,Pol78,Pol79,Pol80,Pol81,Pol82,Pol83,Pol84,Pol85,Pol86,Pol87,Pol88,Pol89,Pol90,Pol91,Pol92,Pol93,Pol94,Pol95,Pol96,Pol97,Pol98,Pol99,Pol100
LkqkaZ7rA8M,0.6,0.1,0.103333333,0.1859375,0.4,0.200952381,0.175833333,0.5,0.16,0.275,0.016666667,0.053333333,-0.111111111,0.16,-0.416666667,0,0,0.041666667,0,-0.35,0.255833333,0.366666667,0,0.16,0.142857143,0.2,0,0.25,0,0,-0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phTxVJYL3jw,0.022916667,-0.053571429,0.111904762,0.451388889,0,0.322222222,0.35,0.140782828,0.8,0,0.7,-0.046212121,-0.25,0,0.184259259,-0.127777778,0.084469697,0.8,0.066666667,0.25,0.113690476,-0.1225,0.050340136,0,0,0,0,0,0,0.542857143,0,0.516666667,0.03,0,-0.25,0,0,0.2,0.112121212,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MnJoMcug1Oc,0.2,0.3,0.033333333,0,0.178787879,0,0,0,0.315367965,0.65,-0.188888889,-0.166666667,1,0,-0.1,-0.0625,0.35,0.187272727,0.35,0,0.533333333,0.5,0.016666667,0.19375,0,0.05625,0.142857143,0.133333333,0.280467532,0,-1,-0.166666667,0,0,-0.0625,0.05,0.010416667,0,0.038095238,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c7rX0soJew,0.11547619,0,-0.1,0.1925,0.166666667,0.2,0.3,0,0.8,-0.09375,0.266666667,0.11,0.3,0.8,0.152040816,0.408333333,0.018636364,0.2,0.5,0,0.143939394,-0.8,0.238636364,-0.033333333,0,0,0,0,0.8,0.15,0.140625,0.285714286,-0.3125,0,0,0.166666667,0,0.183333333,0.4,0,0,0.8,0.081168831,0,0,0.253939394,0,-0.033333333,0,0.228571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSuKfD3A2Xg,0,0.733333333,0.062337662,0.29,0.8,0.8,0.113636364,0.8,0.137272727,0,0.4,0.366666667,0.214285714,0,0,0.228571429,-0.5,0.25,0,0.068181818,0.45,0.7,0,-0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7WkQwDt4BK8,0.08,0.075162338,1,0.2,0.277083333,0.9,0,0,0,0.5,0.198214286,0.296428571,0.161666667,0,0.377513228,-0.125,0.082467532,0.134702381,-0.5,0,0.375,0,0.228030303,0.9,0,0.3,-0.121428571,0,-0.022916667,0.1,0,0,1,0.7,0.314962121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Rm7q6tm1Us,1,0.266666667,-0.05,0.394444444,0,0,0.55,0.3,0.175,0.5,0,0.8,0.8,0,0.55,0.425,0,0.35,0.8,0,0,0,0.375,0,0,-0.5,0,0,0.2,0,0,0,0.05,0.35,0.2,0,0.29,-0.2,0,0.2,0,-0.075,-0.345833333,0,0,0.8,0.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CgTXpTPv3KA,-0.103174603,0.575,0.666666667,0,0.1,0,0.6,0.088333333,-0.004,0.1,0.45,0.25,-0.013333333,0.060416667,0,-1,-0.3,0,0.161011905,0.5,0.6,0.254615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuoxVRLFwRA,0.125,0.533333333,0.070720721,0.8,0.466666667,0.231168831,0.25,0.093333333,0.6,0.388787879,0,0,-0.7,0,0.314285714,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTAWE0JA9ok,0.05,0.319047619,0.21,0.21875,0.08,0.428571429,-0.25,0.056666667,0,-0.156547619,-0.1075,0.164545455,-0.111904762,0.212121212,0.13,0.245454545,0.1625,0.4,0.55,-0.05,0.027462121,-0.015151515,0.08,0,0,0.386666667,0,0.35,-0.8,0.2,-0.3,-0.031818182,0.043181818,0,0.6,0,0,0.342857143,0.37,0,-0.4,0,0,0,0,0,0,0,0,0.148181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IjXjnkffBKM,0.16,0.252813853,0.325,0.125,-1.85E-17,0.142072511,0.004761905,0.285714286,0.6,-0.091233766,0.111677489,0.112053571,0.7,1,-0.028,0,0,0.124772727,-0.233333333,0.049166667,-0.4,0.616666667,0.8,0.6,0,-0.15,0,-0.007,0.0685,0,-0.5,0,0,0,-0.36,-0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6oN03uIzyoo,0.175,0,0.015,0,0.053571429,0.45,0.087862872,1,-0.154545455,0.016666667,0.6,0.05,0.25,-0.3,-0.166666667,0.2,0.075,0,0.108333333,-0.010678571,0,0,0.045833333,0.35,-0.014880952,0,0,0.375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xSrH3KG5u4k,0,0.433333333,0.35,0.111190476,0,0.2,0,0.15,0,0.2,0.7,0.18,0.173333333,0,0,0.025,0.2,0,-0.2,0,0,0.245454545,0,0.5,-0.125,-0.5,0,-0.1,0,0.136363636,-0.025727273,0,-0.195833333,-0.12,0.285714286,0.416666667,0,-0.021212121,0.8,0,0.1,-0.34375,-0.3,0.2,0.184722222,0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elv0X1cMUWw,0,-0.7,0.419047619,-0.041071429,0,-0.113125,0,0.3,0.096666667,0.195833333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ywOgnny5rtY,0,-0.314583333,0.162121212,0.172727273,0.05,0.2,0.175,0.196875,0.166666667,0.55,0.6,0.166666667,0.114583333,0,0,0.8,0.26795977,1,0.5,0,0.116666667,0.3,0,0.25,0.1,0.5,0.4,0,-0.15,0,0.2,-0.166666667,0,0.15,0.072979798,0.33,-0.23452381,-0.142857143,0.285714286,0,0.033333333,-0.030606061,0.4,0.153333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U6oOr4p4Qw8,0.152380952,0.142857143,0.124829932,0.264285714,0.433333333,0.328571429,0,0,1,0.25,0.128571429,0.233333333,0.8,0.5,0.7,0,0.4,0,0.032,0,0.050487013,0.080357143,0,0.458333333,0.6,0.098376623,-0.291666667,0,0.5,-0.1,0,0,0.5,0,0.097321429,-0.133333333,0.126190476,-0.4,0.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TiEWeKFOgwA,0.166666667,0.176409091,0.121735209,0.24375,0,0.4,0.35,0.234090909,0.25,0.75,0.4,0,0.177272727,0.5,0.35,0.4,-0.038888889,0.197916667,0.1,-0.069166667,0.2,-0.5,0.7,0.566666667,0.2,0,0.4,0.466666667,0,0.8,0.068181818,0,0.25,0,0.017992424,0.265952381,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y9QeMv7bU58,0,0.093055556,-0.063839286,0.152222222,-0.075,0.4,0.050937951,0.136363636,0.18,0.174074074,0,0.8,0,-0.194444444,0.16,-0.05,-0.145833333,0.4,0.8,0.2,0,0,0.025,0,0.064583333,0.1,0.5,0,-0.075,-0.217261905,0,0,0.214285714,-0.2,0,0,0,0.575,0.372222222,0.7,0.178874459,0.289285714,0.229761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hgbR_2woc2Y,0,0.5,0.286666667,0.533333333,0.405555556,0.566666667,0.025,0.2,0.234722222,0,0.233333333,0.066666667,0.5,0.4,0,0.508333333,0.7,0.2,0.333333333,0.4,0,0,0.5,0.25,0,0,0.608333333,0.128571429,0,1,0.286111111,0.7,0.8,0.8,0.045,0,0.174285714,0.8,0,0.8,0.5,0.1,0,0.30625,0.096875,1,0,0,0.025,0.283333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rEBciZMHEKk,0,0.55,0.722222222,0.4,0,-0.072619048,0.29,0.136363636,0.5875,0.468181818,0.211904762,0.8,0.6,0.3,0,0.183333333,0,0.3,-0.125,0.7,0,0.4,0,-0.35,0.35,0,0,0,0,0.020178571,0.136363636,0.139962121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-DSOfGzJ4OQ,0.107272727,0.002777778,0.6,0.369480519,0.533333333,0.4,-0.021428571,0.035416667,0.117821068,0.3,0.257714286,0,0.283549784,-0.125,0,0,0.163230519,0.35,0.15,0.3,0.4,0.666666667,0.7,0.166666667,-0.088888889,0.037777778,0,-0.02,0.375,0,0.1,0.285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFusXXJnN_k,0.260606061,0.5,0.0545,0.371428571,0,0,0.254166667,0,0,0,0,-0.05,0.25,0.037857143,0.433333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g-cCq14M-2c,-0.2,0.4,0.286666667,0.136666667,0.025,0.6,0.482857143,0.1775,0.325,-0.388888889,0,0.177777778,0,0.312121212,0.089285714,0.8,0.322222222,0.27,0,0.5,0.7,0,0.227272727,-0.05,0.15,0.4,0.8,0.105572609,0.175,0.211038961,0.8,0.8,0.187121212,0.092424242,0.4,0,-0.0075,0.13875,0.533333333,0.05,0.333333333,0.4,-0.168831169,0.8,-0.2,0,0.15,0.125,0.55,0.282857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EpuBwlqznho,-0.293939394,0.7,-0.022222222,0.278571429,0.15,0.029166667,0.285714286,0.285714286,0.088333333,0.111791383,0.285714286,0.2,1,0,0.216666667,0.4125,-0.5,0,0.072857143,0.1,0.041666667,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w3Yzgo5PMOk,0.071428571,0.5,0.033333333,0.095238095,0,0.5,0.2,0,0.16,0.566666667,-0.125,0.8,0,0.4,-0.2125,0.333333333,0,0.8,0,0,0,-0.005,0.1875,0,0.071428571,0.25,0,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h9oGb5zrCRQ,0.35,0.447619048,0.433333333,0.066666667,0.106060606,0.2,0.032993197,0,0.03422619,0.248611111,0.9,0.046938776,0.175,0.246031746,-0.330555556,0.5,-0.125,0.583333333,0,0.05,0.2,0.093838384,0.05,0,-0.075,0.125,0.013888889,0.35,0.55,0,-0.1,0.154166667,0.3,0,0.05,0.347272727,0.3,-0.066666667,0.5,-0.05,0,0.8,0,0,0,0,0,0.45,-0.7,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ftgsCGvVMgQ,-0.0675,0.2,0.142857143,0.070833333,0.5,0.423376623,0.102678571,-0.2,-0.220833333,0.009126984,-0.24375,-0.066666667,0,0,0,0.133333333,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6pwouGBRpM,0.5,0.6,0.7,0.22,0.139502165,0.8,0.05,0.2,0.48,0.1,-0.066666667,0.143197279,0,0.75,0,0,0,0,0,0.129166667,0.2,0.166666667,0.272222222,0,-0.2,0,0,0.297142857,0.171428571,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPW0DGsvBF4,0.103571429,0.2,-0.35,-0.1,0,0,0.5,0.7,0,0,0.011111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDnnA-2ASB0,0.095454545,-0.013888889,0,0,0,-0.291666667,-0.05,0.8,0.7,0,0.3,0.7,0.85,0.1,0,0.35,0,-0.3125,0,-0.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERpaTX60jg,0,0.421428571,0.113636364,0.8,0,0,0,0,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bxxEqwqjATU,0.2,-0.111111111,0.2,0.292,0.156666667,0.208333333,0.189484127,-0.3125,0.8,0.1,0.3,0.075,0.197777778,0.046111111,0.7,0.089087302,0,0.4,0.112,0.8,0,0,0,0.7,0.7,0,0,0,0,-0.2,0.386904762,0.25,0.161904762,0.2,0.2,0.243809524,0.013888889,0,0.8,0.15,0.16,-0.35,-0.15,0,0,-0.2,0,0.25,0.2,0,0.25,0.1,0.4,0.266666667,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brgj25cpaEg,0.225,0.039583333,0.2421875,0.354166667,0.215535714,0.1,0.35,0.295,0,0.452,0.303333333,0.233333333,0.502777778,0,0.183928571,0.2,0.4,0.246666667,0.65,0,0,0,0.7,0.5,-0.071428571,-0.4,0.295833333,-0.10625,0,0.08,0.75,0,-0.15625,0,0,0.7,0.1,0,-0.5,0.2,0.4,0.0375,0.3,0.666666667,-0.2,0.266666667,0.329365079,0,0.65,0.357142857,0.102813853,0.416666667,0,0.377380952,-0.025,-0.035897436,0.55,0.166666667,0,0.1,0.126190476,-0.1875,0.05,0.109821429,0.35,0.425,0,0.186666667,0.023333333,0,0.1,0.066666667,0.374659864,-0.03125,0.277777778,0,0.0775,5.55E-17,0.2,0,0.316666667,0,0.2,0.35,0.25,0.016666667,0.021666667,0,0,0.427777778,0.1428125,0,0,,,,,,,
TpWWxOqDZX4,0.107142857,0.308333333,0.4,0.187184343,0.7,0,0.1,0,0.8,0.25,0,-0.13625,0,0.8,0,0,0,0,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3sNMj_INtQ,0.283333333,0.8,0,0.131666667,0.483333333,0.3625,0.083333333,0.5,0,0,-0.331818182,-0.229166667,0,0,0.168181818,0,0.8,-1,0.1,0,0,0.247272727,0,0.5,0.136363636,0.189142857,0,0,0.16,0.071085859,0.124553571,0.1,0,0,0,0.155793651,-0.09375,0.15625,0.212121212,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmw6GjAOuAc,0.172294372,0.3,0.23,0.8,0.250757576,0,0,0.028194444,0.5,0,0.5,0,0,0.166666667,0.35,0.55,0.5,-0.083333333,-0.142857143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y4L2lI5TAAY,0.325,-1,0,0.5,0.7,0.5,0.5,0.4,0.8,0,0.3,0.166666667,0.027083333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUT8qCRuSdY,0.492857143,-0.104166667,0.6,0.108636364,0.2,0.6,1,0.2975,0,0.5,0.25,0,0.7,0,0.3,0,-0.15625,0.136363636,-0.3375,0,-0.138888889,-0.1,-0.189583333,0,0,0.285714286,0,0.166666667,0,0,0.136363636,0,0,0.32,-0.083333333,0.5,0,0.285714286,-0.3125,0,0.533333333,0,0.221428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBa2q3AZThw,0.126488095,0,-0.025,0.2,0.210833333,0.4,0.6875,0.12,0.047483766,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l7xvOOEeUiE,0,-0.125,0,0.2,0.175,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fvD_2kxc4x0,0,-0.32,0.2,0.425,0.5,0.3,0,0.8,0,0.231818182,0,0.262121212,0,0.4,0.266666667,0.5,0.5,-0.095779221,0,0.25,0.8,0.2375,0,0.2,0,0.7,-0.2,-0.7,-1,0,0.6,0,0.16,0,0.283333333,0.209090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTbYWrSdlG0,-0.149494949,0.265454545,0.308928571,-0.5,0.066666667,0.128398268,0.072272727,0.08,0.15,0.25,0.148452381,0.366666667,0.16,0,0,0.14534632,0.010952381,0,0.142857143,0,0.038961039,-0.0075,-0.25,0.25,0,0.2,0.211082251,0.18234127,0.267272727,0.05,0,0.016666667,0.107272727,0.192857143,0,0.230833333,0,0.2,0,0.4,0.124606061,0,0.28,-0.3125,0.225,0,-0.25,0,0,0,0,0.28,0.1,0.542857143,-0.1,-0.1875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vB_2bj3Shio,0.28,0.1,0.85,0.416666667,0.65,0.75,0,0.316666667,0.3,0.2,0.5,0.333333333,0,0.6,0.095238095,0.8,0.4,0,0.5,0,0,0.5,0,0.35,0.6,0.083333333,0,0.8,0.066666667,0.5,0.8,0,0.4875,0.7,0.5,0.8,0.8,0.091076348,0,0.375,0.1,0,0,0,0.11452381,-0.333333333,0.25,0.2,0.45,0,0.169141414,-0.035833333,0.071818182,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6SgzbnCmjLY,0.1,0,0.102813853,0.5,0.8,0.5,0.7,0.125,1,0.583333333,0.5875,0,0.333333333,0.329166667,0.25,0.25,0,0,0.8,0.25,0.4,0.116666667,0.225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WjI_jZqcKeI,-0.17,0.75,0.101666667,0.425,0.8,0.219047619,0.125,0.150833333,-0.126666667,0.7,0.2875,-0.166666667,-0.1,-0.092424242,0.1,-0.273809524,0,0.2,0.004655449,-0.6,-0.071428571,0.16,0.076041667,-0.266666667,0,-0.5,0.333333333,0,0.2,0.05,0.077272727,-0.5,-0.182539683,0.373333333,0.254166667,-0.2,0,0,-0.1,0,0.2,0.05,0,0,-0.166666667,0,0,0.7,0,0,0.8,0.416666667,0,0,-0.2,0.225,0,0,-0.4,0,0.0375,0.013766234,0.148181818,-0.1,-1,0.16,0.5,0,0,0,0,-0.032474747,0.158085555,0.00125,,,,,,,,,,,,,,,,,,,,,,,,,,
4qxQLJZ20NA,0.03125,-0.054166667,0.584090909,-0.1,0.311111111,0.135281385,0,0,0,0.372222222,0.075,0,0,0,-1,0.5,-0.026666667,0,0.285714286,0,0.2,0.16,-0.171428571,0.216666667,-0.05,0.166666667,0.05,0,0,-0.1,-0.6,-0.008333333,-0.8,0.2,0,0,-0.071428571,0,0,0.1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uw-9NizA1iA,0.292424242,-0.6,1,0.7,0.468181818,-0.2,0,0.8,0.6,-0.12,0.333333333,0,0,0.1,0.525,0.8,0,0.16,0,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KtyHJAhmfXY,0.156565657,0.1875,0.263636364,-0.0175,-0.4,0.5,0.2,0.387272727,0.265833333,0,-0.5,0.45,0.08,0.35,0.7,1,0.352,0.083333333,-0.2,0.508571429,0.330357143,-0.025,-0.016071429,0.066666667,0.8,0.132121212,0.2,-0.15,0.35,0.8,0,0.25,0,0.005555556,0.041739927,0.3,0.8,0,0.080578512,-0.5125,-0.5,0,0.7,-0.25,0.25,0,0.3125,0.6,-0.7,0.08,-0.083333333,0,0,0.366666667,-0.033333333,0,0.166666667,0.13125,0,-0.25,-1,0.025,0,0,0.172727273,-0.4,0,0.7,-0.001333333,0.3,0,0,0,0,-0.3,0.45,0,0.15,0,0,0,0.25,0.2,0,0.8,,,,,,,,,,,,,,,
zGfvH0E3NiY,0,0.333712121,0,0.468181818,0.333333333,0.91,0.3,0.1,0.4,0.4,-0.4,0.094,0.4,0.3,0.6,0.1,0.466666667,0.7,0.7,-0.1,-0.05952381,0.141666667,0.336415584,0.266666667,0.042857143,0.4,0.112396694,0.083333333,0.162974988,0.231818182,0.240178571,-0.5,0.28510101,0.122222222,0.25,0,-0.4,0.7,0,0.25,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hANfcgzV9SM,1,-0.052727273,0.05,0.044090909,0.027272727,-0.025,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW4qchbGXg0,0,0,0.047272727,0.2,0.5,0.24,0.417142857,0.5,0.06235119,0.4,0,-0.05,0.2,-0.168,0,-0.1,0.15,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NitiiadRgIo,0.2,0.7,0.21875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JujnC2CCtj4,0.5,0.179545455,0.7,0.139880952,0.190625,0.433333333,0.066666667,0.816666667,0.3,0.5,0.6,0.4,0,-0.23,0.316666667,0,0.3,0.2125,0.16,0.512121212,0,0,0.55,0.118181818,-0.333333333,0.033333333,0.5,0,0.516666667,0.260833333,0,-0.2,0.333333333,0.235459184,0.409722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UxQDD60jABU,0,0,0.3,0.33,0.3,0.35,-0.5,-0.025568182,0,0.5,-0.3,0.15,0.033333333,-0.05,0,0.35,0.35,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1lFFZbm_XE,0,0.040178571,0,-0.071428571,0.08,0.05,0,0,0.27724359,0,-0.014705882,-0.5,0.222705628,0,0.2,-0.25,0.233333333,0.23414966,0,0.140984848,0.417261905,0.5,0.25,0.064285714,0,0,0.098787879,0,0,0.083333333,-0.4,0,0,0,0.8,0.5,0,0.242857143,0.5,0.08,0.08,0,0.15,0,0,-0.291666667,0,0.028531746,0,0.4,0,0.2,0,-0.4,0.3,0.266666667,-0.575,-0.089393939,0,0,-0.7,0.325,-0.5,0,0.175,-0.1,-0.3,0.2,0.16,-0.05,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
rPzqevbZhZg,0,0.666666667,0.4,-0.048611111,-0.194444444,0.269404762,0.144444444,0,0.266666667,1,0.166666667,-0.4,0.8,0,0.211904762,0,0,0.05,0,0,0,-0.103174603,0.308333333,0.02552381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9pUb4LsBCUQ,0,0,0.4,0.4,0.43,0.320519481,0.5,-0.001666667,0.533333333,0.492857143,0.25,0,0.433333333,0.173333333,0.8,0.8,0,0.025,-0.125,0,0,0.225,0.655555556,0.323333333,0.4,0.212857143,0,0,0.145833333,0,0,0.245555556,0.238888889,0.15,0.29534632,-0.025,0.142857143,0.333333333,0.4,0,0,-0.033333333,0.027777778,-0.25,-0.056666667,0.3,0,0,0.107804233,0.7,-0.009285714,0,0,0,0.008333333,0.15,0,-0.066666667,-0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qJ1LnjQiKOU,0.2,-0.0625,0.466666667,0,0,-0.0825,0,0,0.065674603,0.034090909,0.5,0.144444444,0.4,0,0.028571429,0.017222222,-0.35,0.214285714,0,0.061111111,0,-0.1,0,0.2,0,-0.325,-0.8,0,0,0,0.375,0.174116162,0,0.125,0.1,0.1,-0.25,-0.6,-0.7,-0.185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
